,comuna,year,fecha_semestre,semestre,poblacion_comunal,tasa_comunal,objetivo_comunal,poblacion_total,tasa_Total,objetivo_total
0,Comuna 1,2016,2016-06-30,1,252053,4.761,,3059122,2.059,
1,Comuna 1,2016,2016-06-30,1,252053,4.761,,3059122,2.059,
2,Comuna 1,2016,2016-06-30,1,252053,4.761,,3059122,2.059,
3,Comuna 1,2016,2016-06-30,1,252053,4.761,,3059122,2.059,
4,Comuna 1,2016,2016-06-30,1,252053,4.761,,3059122,2.059,
5,Comuna 1,2016,2016-06-30,1,252053,4.761,,3059122,2.059,
6,Comuna 1,2016,2016-06-30,1,252053,4.761,,3059122,2.059,
7,Comuna 1,2016,2016-06-30,1,252053,4.761,,3059122,2.059,
8,Comuna 1,2016,2016-06-30,1,252053,4.761,,3059122,2.059,
9,Comuna 1,2016,2016-06-30,1,252053,4.761,,3059122,2.059,
10,Comuna 1,2016,2016-06-30,1,252053,4.761,,3059122,2.059,
11,Comuna 1,2016,2016-06-30,1,252053,4.761,,3059122,2.059,
12,Comuna 10,2016,2016-06-30,1,170163,1.763,,3059122,2.059,
13,Comuna 10,2016,2016-06-30,1,170163,1.763,,3059122,2.059,
14,Comuna 10,2016,2016-06-30,1,170163,1.763,,3059122,2.059,
15,Comuna 11,2016,2016-06-30,1,189956,0.526,,3059122,2.059,
16,Comuna 12,2016,2016-06-30,1,213576,1.873,,3059122,2.059,
17,Comuna 12,2016,2016-06-30,1,213576,1.873,,3059122,2.059,
18,Comuna 12,2016,2016-06-30,1,213576,1.873,,3059122,2.059,
19,Comuna 12,2016,2016-06-30,1,213576,1.873,,3059122,2.059,
20,Comuna 13,2016,2016-06-30,1,235819,0.848,,3059122,2.059,
21,Comuna 13,2016,2016-06-30,1,235819,0.848,,3059122,2.059,
22,Comuna 14,2016,2016-06-30,1,226884,0.882,,3059122,2.059,
23,Comuna 14,2016,2016-06-30,1,226884,0.882,,3059122,2.059,
24,Comuna 15,2016,2016-06-30,1,182390,1.645,,3059122,2.059,
25,Comuna 15,2016,2016-06-30,1,182390,1.645,,3059122,2.059,
26,Comuna 15,2016,2016-06-30,1,182390,1.645,,3059122,2.059,
27,Comuna 2,2016,2016-06-30,1,149848,0.667,,3059122,2.059,
28,Comuna 3,2016,2016-06-30,1,192573,2.077,,3059122,2.059,
29,Comuna 3,2016,2016-06-30,1,192573,2.077,,3059122,2.059,
30,Comuna 3,2016,2016-06-30,1,192573,2.077,,3059122,2.059,
31,Comuna 3,2016,2016-06-30,1,192573,2.077,,3059122,2.059,
32,Comuna 4,2016,2016-06-30,1,238303,2.937,,3059122,2.059,
33,Comuna 4,2016,2016-06-30,1,238303,2.937,,3059122,2.059,
34,Comuna 4,2016,2016-06-30,1,238303,2.937,,3059122,2.059,
35,Comuna 4,2016,2016-06-30,1,238303,2.937,,3059122,2.059,
36,Comuna 4,2016,2016-06-30,1,238303,2.937,,3059122,2.059,
37,Comuna 4,2016,2016-06-30,1,238303,2.937,,3059122,2.059,
38,Comuna 4,2016,2016-06-30,1,238303,2.937,,3059122,2.059,
39,Comuna 6,2016,2016-06-30,1,184611,1.083,,3059122,2.059,
40,Comuna 6,2016,2016-06-30,1,184611,1.083,,3059122,2.059,
41,Comuna 7,2016,2016-06-30,1,240116,2.082,,3059122,2.059,
42,Comuna 7,2016,2016-06-30,1,240116,2.082,,3059122,2.059,
43,Comuna 7,2016,2016-06-30,1,240116,2.082,,3059122,2.059,
44,Comuna 7,2016,2016-06-30,1,240116,2.082,,3059122,2.059,
45,Comuna 7,2016,2016-06-30,1,240116,2.082,,3059122,2.059,
46,Comuna 8,2016,2016-06-30,1,225737,5.759,,3059122,2.059,
47,Comuna 8,2016,2016-06-30,1,225737,5.759,,3059122,2.059,
48,Comuna 8,2016,2016-06-30,1,225737,5.759,,3059122,2.059,
49,Comuna 8,2016,2016-06-30,1,225737,5.759,,3059122,2.059,
50,Comuna 8,2016,2016-06-30,1,225737,5.759,,3059122,2.059,
51,Comuna 8,2016,2016-06-30,1,225737,5.759,,3059122,2.059,
52,Comuna 8,2016,2016-06-30,1,225737,5.759,,3059122,2.059,
53,Comuna 8,2016,2016-06-30,1,225737,5.759,,3059122,2.059,
54,Comuna 8,2016,2016-06-30,1,225737,5.759,,3059122,2.059,
55,Comuna 8,2016,2016-06-30,1,225737,5.759,,3059122,2.059,
56,Comuna 8,2016,2016-06-30,1,225737,5.759,,3059122,2.059,
57,Comuna 8,2016,2016-06-30,1,225737,5.759,,3059122,2.059,
58,Comuna 8,2016,2016-06-30,1,225737,5.759,,3059122,2.059,
59,Comuna 9,2016,2016-06-30,1,170353,2.348,,3059122,2.059,
60,Comuna 9,2016,2016-06-30,1,170353,2.348,,3059122,2.059,
61,Comuna 9,2016,2016-06-30,1,170353,2.348,,3059122,2.059,
62,Comuna 9,2016,2016-06-30,1,170353,2.348,,3059122,2.059,
63,Comuna 1,2016,2016-12-31,2,252053,3.967,4.285,3059122,2.517,1.853
64,Comuna 1,2016,2016-12-31,2,252053,3.967,4.285,3059122,2.517,1.853
65,Comuna 1,2016,2016-12-31,2,252053,3.967,4.285,3059122,2.517,1.853
66,Comuna 1,2016,2016-12-31,2,252053,3.967,4.285,3059122,2.517,1.853
67,Comuna 1,2016,2016-12-31,2,252053,3.967,4.285,3059122,2.517,1.853
68,Comuna 1,2016,2016-12-31,2,252053,3.967,4.285,3059122,2.517,1.853
69,Comuna 1,2016,2016-12-31,2,252053,3.967,4.285,3059122,2.517,1.853
70,Comuna 1,2016,2016-12-31,2,252053,3.967,4.285,3059122,2.517,1.853
71,Comuna 1,2016,2016-12-31,2,252053,3.967,4.285,3059122,2.517,1.853
72,Comuna 1,2016,2016-12-31,2,252053,3.967,4.285,3059122,2.517,1.853
73,Comuna 10,2016,2016-12-31,2,170163,1.763,1.587,3059122,2.517,1.853
74,Comuna 10,2016,2016-12-31,2,170163,1.763,1.587,3059122,2.517,1.853
75,Comuna 10,2016,2016-12-31,2,170163,1.763,1.587,3059122,2.517,1.853
76,Comuna 11,2016,2016-12-31,2,189956,2.632,0.474,3059122,2.517,1.853
77,Comuna 11,2016,2016-12-31,2,189956,2.632,0.474,3059122,2.517,1.853
78,Comuna 11,2016,2016-12-31,2,189956,2.632,0.474,3059122,2.517,1.853
79,Comuna 11,2016,2016-12-31,2,189956,2.632,0.474,3059122,2.517,1.853
80,Comuna 11,2016,2016-12-31,2,189956,2.632,0.474,3059122,2.517,1.853
81,Comuna 12,2016,2016-12-31,2,213576,2.809,1.686,3059122,2.517,1.853
82,Comuna 12,2016,2016-12-31,2,213576,2.809,1.686,3059122,2.517,1.853
83,Comuna 12,2016,2016-12-31,2,213576,2.809,1.686,3059122,2.517,1.853
84,Comuna 12,2016,2016-12-31,2,213576,2.809,1.686,3059122,2.517,1.853
85,Comuna 12,2016,2016-12-31,2,213576,2.809,1.686,3059122,2.517,1.853
86,Comuna 12,2016,2016-12-31,2,213576,2.809,1.686,3059122,2.517,1.853
87,Comuna 13,2016,2016-12-31,2,235819,2.12,0.763,3059122,2.517,1.853
88,Comuna 13,2016,2016-12-31,2,235819,2.12,0.763,3059122,2.517,1.853
89,Comuna 13,2016,2016-12-31,2,235819,2.12,0.763,3059122,2.517,1.853
90,Comuna 13,2016,2016-12-31,2,235819,2.12,0.763,3059122,2.517,1.853
91,Comuna 13,2016,2016-12-31,2,235819,2.12,0.763,3059122,2.517,1.853
92,Comuna 14,2016,2016-12-31,2,226884,3.085,0.793,3059122,2.517,1.853
93,Comuna 14,2016,2016-12-31,2,226884,3.085,0.793,3059122,2.517,1.853
94,Comuna 14,2016,2016-12-31,2,226884,3.085,0.793,3059122,2.517,1.853
95,Comuna 14,2016,2016-12-31,2,226884,3.085,0.793,3059122,2.517,1.853
96,Comuna 14,2016,2016-12-31,2,226884,3.085,0.793,3059122,2.517,1.853
97,Comuna 14,2016,2016-12-31,2,226884,3.085,0.793,3059122,2.517,1.853
98,Comuna 14,2016,2016-12-31,2,226884,3.085,0.793,3059122,2.517,1.853
99,Comuna 15,2016,2016-12-31,2,182390,2.741,1.48,3059122,2.517,1.853
100,Comuna 15,2016,2016-12-31,2,182390,2.741,1.48,3059122,2.517,1.853
101,Comuna 15,2016,2016-12-31,2,182390,2.741,1.48,3059122,2.517,1.853
102,Comuna 15,2016,2016-12-31,2,182390,2.741,1.48,3059122,2.517,1.853
103,Comuna 15,2016,2016-12-31,2,182390,2.741,1.48,3059122,2.517,1.853
104,Comuna 3,2016,2016-12-31,2,192573,2.077,1.869,3059122,2.517,1.853
105,Comuna 3,2016,2016-12-31,2,192573,2.077,1.869,3059122,2.517,1.853
106,Comuna 3,2016,2016-12-31,2,192573,2.077,1.869,3059122,2.517,1.853
107,Comuna 3,2016,2016-12-31,2,192573,2.077,1.869,3059122,2.517,1.853
108,Comuna 4,2016,2016-12-31,2,238303,3.357,2.644,3059122,2.517,1.853
109,Comuna 4,2016,2016-12-31,2,238303,3.357,2.644,3059122,2.517,1.853
110,Comuna 4,2016,2016-12-31,2,238303,3.357,2.644,3059122,2.517,1.853
